text,sentiment
aha yeah else fails push yeah dont know time leaving yet though,negative
gosh need rude,negative
wish would tweet followed,neutral
dang internet night,negative
auntiegail says today picking hivis vests kids say auntie gails childminding service,neutral
httptwitpiccomwl haaha bangs kinda long oops,negative
shouldnt im happy enjoyed cos im thoughtful like see yaya hav followers woop,positive
guess youre responding dc thats case,neutral
well one muscle relaxant narcotic still getting help dunno say moist heat,negative
thats depressing,negative
know dont believe half say,negative
back yoga retreat recommend everyone,neutral
hanging amber,neutral
hey lovely hope good day thanks awsome night teaching put together tiehahaha,positive
bout watch movie nd drink wit martin nd leslie,neutral
sorry hear mum,negative
feel really bad female racoons abusive racoon husbands always black eyes one help,negative
poor kid sucks hopefully things look soon hugs,negative
_ glad got laugh,positive
still courthouse happy job sad one,positive
ugh wan na play dnd know im going fail final need study,negative
wow one year today luc bourdon killed doesnt seem long ago,negative
know lots emails answer home tomorrow,neutral
know,neutral
thats bad start day,negative
homework friday nightlame,neutral
cant wait till ur may show u better stop hang newcastle,positive
think ups web site hates still brewing supply package held hostage work slow ups delivery,negative
want new lappytop site says wont till,positive
tomorrow,neutral
taking brother airport gym,neutral
oh im sorry least youll still able buy regular tickets worry limits,negative
looks like diamond ball,neutral
greenville one last times moving md soon well back eastern carolina,neutral
heading xs nadia yeee,neutral
ohh poor girl ill email relying october mr,negative
listenin da beach girl itunes,neutral
guys absolutely amazing tonight always thanks always bringing dance party,positive
coins people,neutral
oh phew scared wont access im mexico,neutral
im sure walking around barnes noble comforts much well im work,positive
mee looks amazeeeeeee,neutral
good mornin today end early woo gon na work ricks surprise project due tuesday,positive
thanks youve quiet lately,negative
learned hoedown throwdown,neutral
slow hate getting trailhead getting,negative
got ta get ready leavealec going hunting outside volterra fun talk everyone later,positive
sucky sucky homework,neutral
_ken sucks hang,negative
need dye hair see slight hint ginger,negative
awsome salad recommend getting spicey buffalo chicken salad,negative
guess sara makes mention mariage proposals site,neutral
love jordies version well joes donnies different,negative
la unified summer schools drastically cut due ca budget cuts sad,negative
fab eh feel free come along preep chat drinks luigis httpwwwluigisorguk tomorrow,positive
gooooooood night cant believe tomoroo cancelled still gon na giid night gni cant beat,neutral
httptwitpiccomjkvh wasnt bored really redd converse love converse,positive
happened day wearing necklace made white spot chest,negative
blackberrys got fatty battery guess kinda boat huh,negative
baby going first sleepover tonight im gon na need lot wine get today,positive
morning world back office longgggggggg weekend,neutral
oh wait greece im us course think differently,neutral
bruise knee make hard skate tomorrow,negative
thinking song use next chilled edition video,neutral
lonely,negative
typical google docs oh well open pages,negative
fb hate try support local bookstore never need,negative
congrads engagementbridal shower sounds like fun upcoming jump audience wd love join,positive
dinner smells goodman im hungry sunny outside wish wonderland,neutral
new picture wont upload,positive
going see ill uncle saturday night house even bad news come,negative
okay thanks,positive
bigi tokyo fashion spree tmr check sih web ____,neutral
wasnt good tonight know dcd though wont say happened,positive
im buffalo worshipper maybe time pay visit preferred buffschack town httptwitpiccomwls,neutral
unplugging rest day good one everybody,positive
would wasnt working today,neutral
nd breakfast want food lol tweet breakfast youre loooooolding,positive
_paulevans heyyyyy boo,neutral
ah getting,neutral
wait till january life fair,negative
check flyer designed notary retrograde httprachellovespeaceblogspotcom let know think,neutral
cant believe,neutral
hi anybody else problems karma site working,neutral
httptwitpiccomwl im hard core dont know,negative
late last night oracle,negative
could bad idea hayley,negative
mothers day today,neutral
new resigned cricinfo httptinyurlcommxlcuv hate change,negative
thanxx following,neutral
chillin,neutral
oh opera google friendly weeps,positive
jus got done swimming soon ima need stay outta sun,neutral
need pass exams,neutral
soooo scary careful one kirstie,negative
created monster bwahaha oh got baby home safe sound,positive
_dave meany,neutral
way get crate bella dolce sad cuz going tto richmond,negative
oh dear u serious one prevent bites im itchy distracting editing sigh,negative
bubbletweet hates,neutral
shopping therapuetic im bettering need financing therapy however,neutral
sleep run,neutral
wan na karaoke insteadi get go work lameness,neutral
soooo schoolmaybe sickall week evil laugh,negative
hey nice seeing saturday glad things going well,positive
ohh im watching best friends wedding sad,positive
omg little girl bgt,negative
yeah totally sucks hate able breathe thanks ff,negative
yeahhh u wasnt thereeeeeeeeeee,neutral
seed regionals,neutral
twitterberry hates,neutral
would believe im done homework rest life,neutral
want cry,neutral
sorry day bad gettin drink good plan,negative
fantastic pick,positive
hopefully going back work tomorrow tired flu beside love working children fun play,positive
one fan vip one winner twisted vid het si weer eens raar gelopen chaos,negative
watching film real women curves good films middle night,positive
hey please reply cant call im mexico dont know code love,positive
im goin bed see ya tomorrow twitter ppl,neutral
yes one final party better make good one much mpre stuff got go,positive
really nice smoothy baulko shops,positive
sadly bit disappointed try later see change mind,negative
guess ill running little bit accidentally fell asleep,negative
ideas gallore rock opera ftw yes tweets kayleigh writing rock opera info email us coatandkaycom,positive
reading maltese sunday newspaper coffee aaaah glorious sundays,neutral
never answer,neutral
speechless,neutral
hey polka dots black dress glam mobile twitters bit mo,positive
got phone black swamp bird observatory reports connecticut warbler metzger magee today,negative
shame wisdom comes age age destroys youth,neutral
sounds goood,neutral
throwin kitchen like making rahs illi chili shalondas bangin cake,negative
hehe,neutral
missed jonaswebcast,neutral
read couple weeks ago work really well movie,positive
installed office mac messed fonts safari stick help cant even read solutions online badmicrosoft,neutral
yes people skills social manners quite nice billion guess need love gently guide,positive
sneezed three times quick succession three four record,positive
woo hoo friday wait work cleaners tomorrow,neutral
sweet im trying earn crown gluten free baking,positive
bathing two little angels keyla janice,negative
roughnight,neutral
todays day twitterlandhouse closing begin get start moving new place,positive
